"id";"content";"from_source";"link";"map_location";"time";"type";"user_name"
32;"Visited ??????????/ ?????MV #?????#???- YouTub";"AdsDetail";"https://www.youtube.com/watch?v=Zeevj6j2JIk";"";"Sep 20, 2018, 5:15:39 PM EDT";"youtube.com";"kevin"
33;"Visited ???????- ???#????????EP9 - YouTub";"AdsDetail";"https://www.youtube.com/watch?v=03vHriIcb5U";"";"Sep 20, 2018, 5:08:35 PM EDT";"youtube.com";"kevin"
34;"Visited ????????- ????#????????EP9 - YouTub";"AdsDetail";"https://www.youtube.com/watch?v=xFOb4JMnYt4";"";"Sep 20, 2018, 5:01:38 PM EDT";"youtube.com";"kevin"
35;"Visited ????????- ????#????????EP9 - YouTub";"AdsDetail";"https://www.youtube.com/watch?v=BVcLgNlKhpQ";"";"Sep 20, 2018, 4:52:45 PM EDT";"youtube.com";"kevin"
36;"Visited ????????& ICE - ????#????????EP10 - YouTub";"AdsDetail";"https://www.youtube.com/watch?v=2FoRwQgyQDU";"";"Sep 20, 2018, 4:49:09 PM EDT";"youtube.com";"kevin"
37;"Visited ???????ICE?Trust My God????? ???????????? ...";"AdsDetail";"https://www.youtube.com/watch?v=U_fVt8WkqMU";"";"Sep 20, 2018, 4:41:13 PM EDT";"youtube.com";"kevin"
38;"Visited ICE?AYA???????4??????????????????? ...";"AdsDetail";"https://www.youtube.com/watch?v=ZdoVBVJSWEM";"";"Sep 20, 2018, 4:38:28 PM EDT";"youtube.com";"kevin"
39;"Visited ?????????????? ?????????????? - YouTub";"AdsDetail";"https://www.youtube.com/watch?v=tPcCWqQsFBA";"";"Sep 20, 2018, 4:29:21 PM EDT";"youtube.com";"kevin"
40;"Visited ICE????????????????????????????? ...";"AdsDetail";"https://www.youtube.com/watch?v=RkI_gYKN0dc";"";"Sep 20, 2018, 4:26:03 PM EDT";"youtube.com";"kevin"
41;"Visited ?????????????“??”????“?????”?20180917 ...";"AdsDetail";"https://www.youtube.com/watch?v=Ej4zl6pEGHc";"";"Sep 20, 2018, 4:21:23 PM EDT";"youtube.com";"kevin"
42;"Visited ???????????20??“??”?????20180919?442? ...";"AdsDetail";"https://www.youtube.com/watch?v=JCotV9VWIOQ";"";"Sep 20, 2018, 4:17:49 PM EDT";"youtube.com";"kevin"
43;"Visited How to Install Linux on a Chromebook and Unlock Its Full Potential";"AdsDetail";"https://www.google.com/url?q=https://lifehacker.com/how-to-install-linux-on-a-chromebook-and-unlock-its-ful-509039343&usg=AFQjCNEc1BfvEtbYNdxSlcfYQYAl7s-MhQ";"";"Sep 20, 2018, 2:13:09 PM EDT";"lifehacker.com";"kevin"
44;"Visited How to enable developer mode on your Chromebook | Android ...";"AdsDetail";"https://www.google.com/url?q=https://www.androidcentral.com/how-enable-developer-mode-chrome-os&usg=AFQjCNF5no_FSXTqHO-dLs2ElhHrtsKqZA";"";"Sep 20, 2018, 2:07:19 PM EDT";"androidcentral.com";"kevin"
45;"Visited 10+ Commands Included In Chrome OS's Hidden Crosh Shell";"AdsDetail";"https://www.google.com/url?q=https://www.howtogeek.com/170648/10-commands-included-in-chrome-oss-hidden-crosh-shell/&usg=AFQjCNGstSXNuflbMWwqtO-xO5SQe0Lwhw";"";"Sep 20, 2018, 2:03:30 PM EDT";"howtogeek.com";"kevin"
46;"Visited How To Run Full Java 8 On Your Chromebook – No Crouton Needed";"AdsDetail";"https://www.google.com/url?q=https://www.meetchrome.com/java-on-chromebook/&usg=AFQjCNFUa09LqpgfwsY0XQJ2y_LklGb1Rg";"";"Sep 20, 2018, 2:03:00 PM EDT";"meetchrome.com";"kevin"
47;"Visited How to Install and Use Java On Chromebook - TechJunki";"AdsDetail";"https://www.google.com/url?q=https://www.techjunkie.com/chromebook-install-java/&usg=AFQjCNGfGx-DZ2fbfsULkBgSHCbdRryEOw";"";"Sep 20, 2018, 2:00:01 PM EDT";"techjunkie.com";"kevin"
48;"Visited https://tpc.googlesyndication.com/pagead/js/loader15.html?https://svastx.moatads.com/chaseusvpaid622811584480/moatwrapper.js%23vast=https%253a%252f%252fad.doubleclick.net%252fddm%252fpfadx%252fN5762.2264302DBM_CHASE%252fB21513013.226345833%253bsz%253d0x0%253bord%253d280026569%253bdc_lat%253d%253bdc_rdid%253d%253btag_for_child_directed_treatment%253d%253btfua%253d%253bdcmt%253dtext%252fxml&level1=21513013&level2=DBM_Chase&level3=226345833&level4=vpaid_creative_unit&slicer1=undefined&slicer2=undefined&pcode=chaseusvpaid622811584480&spvb=1&zMoatADV=4300920&zMoatABH=";"AdsDetail";"https://tpc.googlesyndication.com/pagead/js/loader15.html?https://svastx.moatads.com/chaseusvpaid622811584480/moatwrapper.js%23vast=https%253a%252f%252fad.doubleclick.net%252fddm%252fpfadx%252fN5762.2264302DBM_CHASE%252fB21513013.226345833%253bsz%253d0x0%253bord%253d280026569%253bdc_lat%253d%253bdc_rdid%253d%253btag_for_child_directed_treatment%253d%253btfua%253d%253bdcmt%253dtext%252fxml&level1=21513013&level2=DBM_Chase&level3=226345833&level4=vpaid_creative_unit&slicer1=undefined&slicer2=undefined&pcode=chaseusvpaid622811584480&spvb=1&zMoatADV=4300920&zMoatABH=0";"";"Sep 20, 2018, 2:00:00 PM EDT";"tpc.googlesyndication.com";"kevin"
49;"Visited TechJunkie - iPhone Android Windows Tutorials and Tips";"AdsDetail";"https://www.google.com/url?q=https://www.techjunkie.com/&usg=AFQjCNF4ctYBchib2gO_7yM3LWZGRGyRAQ";"";"Sep 20, 2018, 1:54:40 PM EDT";"techjunkie.com";"kevin"
50;"Used YouTub";"AdsDetail";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 20, 2018, 10:03:21 AM EDT";"YouTube";"kevin"
51;"Used YouTub";"AdsDetail";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 19, 2018, 9:00:03 PM EDT";"YouTube";"kevin"
52;"Visited ????????????-???2017??9???The Singer????? ...";"AdsDetail";"https://www.youtube.com/watch?v=Psr28JFrx_s";"";"Sep 19, 2018, 8:52:01 PM EDT";"youtube.com";"kevin"
53;"Visited ???????- ???????2018??4?Singer2018??????? ...";"AdsDetail";"https://www.youtube.com/watch?v=YNh8u7Z8YPA";"";"Sep 19, 2018, 8:44:55 PM EDT";"youtube.com";"kevin"
54;"Visited ????? ??????????? ??????2??10?SING!CHINA ...";"AdsDetail";"https://www.youtube.com/watch?v=r90-f0677xA";"";"Sep 19, 2018, 8:16:51 PM EDT";"youtube.com";"kevin"
55;"Visited ??????????????? ????????5?SING!CHINA EP.5 ...";"AdsDetail";"https://www.youtube.com/watch?v=aUfyTq-mhkY";"";"Sep 19, 2018, 8:13:08 PM EDT";"youtube.com";"kevin"
56;"Visited ?????????????? ????????7?SING!CHINA EP.7 ...";"AdsDetail";"https://www.youtube.com/watch?v=EytVDPw1AVk";"";"Sep 19, 2018, 8:09:02 PM EDT";"youtube.com";"kevin"
57;"Visited ??- ????[????][???????????][??????] The ...";"AdsDetail";"https://www.youtube.com/watch?v=NjTT5_RSkw4";"";"Sep 19, 2018, 8:03:38 PM EDT";"youtube.com";"kevin"
58;"Visited ???????— ??????????- YouTub";"AdsDetail";"https://www.youtube.com/watch?v=dLG4as6BNYo";"";"Sep 19, 2018, 7:52:43 PM EDT";"youtube.com";"kevin"
59;"Visited ????????????? ??????????-???2017??13 ...";"AdsDetail";"https://www.youtube.com/watch?v=NGoOpniJwnM";"";"Sep 19, 2018, 7:31:47 PM EDT";"youtube.com";"kevin"
60;"Visited 20150130 ??????????????- YouTub";"AdsDetail";"https://www.youtube.com/watch?v=tNcLseWnYv4";"";"Sep 19, 2018, 7:17:44 PM EDT";"youtube.com";"kevin"
61;"Visited ??????? - ???????2018??2?Singer2018??????? ...";"AdsDetail";"https://www.youtube.com/watch?v=77jqOtRl0ks";"";"Sep 19, 2018, 7:10:32 PM EDT";"youtube.com";"kevin"
62;"Visited ??????- ???????2018??4?Singer2018??????? ...";"AdsDetail";"https://www.youtube.com/watch?v=X-zFCdZMHME";"";"Sep 19, 2018, 6:59:14 PM EDT";"youtube.com";"kevin"
63;"Visited ???????? -???????2018??8?Singer2018????? ...";"AdsDetail";"https://www.youtube.com/watch?v=No0xwzYeMDc";"";"Sep 19, 2018, 6:49:22 PM EDT";"youtube.com";"kevin"
64;"Visited ???????? -???????2018??11?Singer 2018????? ...";"AdsDetail";"https://www.youtube.com/watch?v=ik8LF55v8Y4";"";"Sep 19, 2018, 6:44:18 PM EDT";"youtube.com";"kevin"
65;"Visited ?????? — ????4?4?????I Am A Singer 4????? ...";"AdsDetail";"https://www.youtube.com/watch?v=o6dbL3HRkhw";"";"Sep 19, 2018, 6:08:16 PM EDT";"youtube.com";"kevin"
66;"Visited ??????? -???????2018??2?Singer2018??????? ...";"AdsDetail";"https://www.youtube.com/watch?v=Oq3dVBEdc4M";"";"Sep 19, 2018, 6:02:26 PM EDT";"youtube.com";"kevin"
67;"Visited ????????????-???2017??9???The Singer????? ...";"AdsDetail";"https://www.youtube.com/watch?v=Psr28JFrx_s";"";"Sep 19, 2018, 5:49:34 PM EDT";"youtube.com";"kevin"
68;"Visited ????????????-???2017??10???The Singer??? ...";"AdsDetail";"https://www.youtube.com/watch?v=8GmYYyzT_Rs";"";"Sep 19, 2018, 5:44:17 PM EDT";"youtube.com";"kevin"
69;"Visited ????????? -???????2018??11?Singer 2018??? ...";"AdsDetail";"https://www.youtube.com/watch?v=RLLOqUGfTCA";"";"Sep 19, 2018, 5:37:25 PM EDT";"youtube.com";"kevin"
70;"Visited ???????- ???????2018??4?Singer2018??????? ...";"AdsDetail";"https://www.youtube.com/watch?v=YNh8u7Z8YPA";"";"Sep 19, 2018, 5:30:18 PM EDT";"youtube.com";"kevin"
71;"Visited ??????????? ????????????????? ...";"AdsDetail";"https://www.youtube.com/watch?v=XDOUAQLeXtI";"";"Sep 19, 2018, 5:25:10 PM EDT";"youtube.com";"kevin"
72;"Visited ICE????????????????????????????? ...";"AdsDetail";"https://www.youtube.com/watch?v=RkI_gYKN0dc";"";"Sep 19, 2018, 5:17:32 PM EDT";"youtube.com";"kevin"
73;"Visited ?????????????? ?????????????? - YouTub";"AdsDetail";"https://www.youtube.com/watch?v=tPcCWqQsFBA";"";"Sep 19, 2018, 5:14:27 PM EDT";"youtube.com";"kevin"
74;"Used YouTub";"AdsDetail";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 19, 2018, 11:54:53 AM EDT";"YouTube";"kevin"
75;"Used YouTub";"AdsDetail";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 18, 2018, 10:59:20 PM EDT";"YouTube";"kevin"
76;"Used YouTub";"AdsDetail";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 18, 2018, 9:55:53 PM EDT";"YouTube";"kevin"
77;"Used YouTub";"AdsDetail";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 18, 2018, 9:53:27 AM EDT";"YouTube";"kevin"
78;"Visited ?????| ?????????????????????????? ...";"AdsDetail";"https://www.youtube.com/watch?v=Pv-9DN9E8LM";"";"Sep 16, 2018, 8:14:58 PM EDT";"youtube.com";"kevin"
79;"Visited ??????????????21???“????”?20180910?436 ...";"AdsDetail";"https://www.youtube.com/watch?v=b2CARuDeNd8";"";"Sep 15, 2018, 10:08:37 PM EDT";"youtube.com";"kevin"
80;"Used com.cnn.iphone";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id331786748&usg=AFQjCNFNwM9XtwTOnjpnhuyTXRv_y-Y7ug";"";"Jul 18, 2018, 11:00:26 PM EDT";"com.cnn.iphone";"kevin"
81;"Used com.fobwifi.fobwifi";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id1171836473&usg=AFQjCNG1kmPqZImsWn0riGdfF2Nltd4a-w";"";"Jul 15, 2018, 10:07:39 AM EDT";"com.fobwifi.fobwifi";"kevin"
82;"Used com.ilike.manhuaren";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id940347474&usg=AFQjCNGuDaVpf0TnVnSZCs-HVfrAncizmA";"";"Jul 12, 2018, 5:15:23 PM EDT";"com.ilike.manhuaren";"kevin"
83;"Used com.fobwifi.fobwifi";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id1171836473&usg=AFQjCNG1kmPqZImsWn0riGdfF2Nltd4a-w";"";"Jul 11, 2018, 3:09:46 PM EDT";"com.fobwifi.fobwifi";"kevin"
84;"Used com.ilike.manhuaren";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id940347474&usg=AFQjCNGuDaVpf0TnVnSZCs-HVfrAncizmA";"";"Jul 11, 2018, 1:05:43 PM EDT";"com.ilike.manhuaren";"kevin"
85;"Used com.meitu.mtxx";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id416048305&usg=AFQjCNHmRDe2wgUU2md1_kdouPYpp9DoZg";"";"Jul 9, 2018, 3:43:53 PM EDT";"com.meitu.mtxx";"kevin"
86;"Used com.ilike.manhuaren";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id940347474&usg=AFQjCNGuDaVpf0TnVnSZCs-HVfrAncizmA";"";"Jul 8, 2018, 7:54:52 PM EDT";"com.ilike.manhuaren";"kevin"
87;"Used com.fobwifi.fobwifi";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id1171836473&usg=AFQjCNG1kmPqZImsWn0riGdfF2Nltd4a-w";"";"Jun 27, 2018, 1:27:10 AM EDT";"com.fobwifi.fobwifi";"kevin"
88;"Used com.yang.tqv";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id1333962197&usg=AFQjCNG2ulTmdke9YX7BPcvQYUUjQfcZjA";"";"May 22, 2018, 2:09:13 AM EDT";"com.yang.tqv3";"kevin"
89;"Used com.fobwifi.fobwifi";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id1171836473&usg=AFQjCNG1kmPqZImsWn0riGdfF2Nltd4a-w";"";"May 21, 2018, 12:12:17 PM EDT";"com.fobwifi.fobwifi";"kevin"
90;"Used com.m-w.dictionar";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id399452287&usg=AFQjCNECDBDdNxV4Jo5yYJiUCh3LV_bx4A";"";"May 19, 2018, 2:08:09 PM EDT";"com.m-w.dictionary";"kevin"
91;"Used com.m-w.dictionar";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id399452287&usg=AFQjCNECDBDdNxV4Jo5yYJiUCh3LV_bx4A";"";"May 11, 2018, 4:31:23 PM EDT";"com.m-w.dictionary";"kevin"
92;"Used com.fobwifi.fobwifi";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id1171836473&usg=AFQjCNG1kmPqZImsWn0riGdfF2Nltd4a-w";"";"May 8, 2018, 7:35:00 AM EDT";"com.fobwifi.fobwifi";"kevin"
93;"Used com.cnn.iphone";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id331786748&usg=AFQjCNFNwM9XtwTOnjpnhuyTXRv_y-Y7ug";"";"May 7, 2018, 12:41:46 PM EDT";"com.cnn.iphone";"kevin"
94;"Used com.m-w.dictionar";"AdsDetail";"https://www.google.com/url?q=https://itunes.apple.com/app/id399452287&usg=AFQjCNECDBDdNxV4Jo5yYJiUCh3LV_bx4A";"";"May 5, 2018, 1:42:33 PM EDT";"com.m-w.dictionary";"kevin"
95;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Oct 4, 2018, 3:00:00 AM EDT";"Android";"kevin"
96;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Oct 3, 2018, 3:00:00 AM EDT";"Android";"kevin"
97;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Oct 2, 2018, 3:00:00 AM EDT";"Android";"kevin"
98;"Viewed Tilray???TLRY)";"Android";"https://www.google.com/url?q=http://cn.investing.com/equities/tilray-inc-overview&usg=AFQjCNEHv9gXMUmmP_Bhv_WhiQmwsw6DUA";"";"Oct 1, 2018, 9:20:30 PM EDT";"Stocks, Forex, Finance, Markets: Portfolio & News";"kevin"
99;"Viewed Tilray???????TLRY?";"Android";"https://www.google.com/url?q=http://cn.investing.com/equities/tilray-inc-technical&usg=AFQjCNHUTZiLGvyiC5-x95699yOtxa8ZPQ";"";"Oct 1, 2018, 9:20:30 PM EDT";"Stocks, Forex, Finance, Markets: Portfolio & News";"kevin"
100;"Viewed ????????ORCL)";"Android";"https://www.google.com/url?q=http://cn.investing.com/equities/oracle-corp-overview&usg=AFQjCNGOQDaVz-D-bwmtnT_ii8Bhx3m60Q";"";"Oct 1, 2018, 9:20:30 PM EDT";"Stocks, Forex, Finance, Markets: Portfolio & News";"kevin"
101;"Viewed ????????????ORCL?";"Android";"https://www.google.com/url?q=http://cn.investing.com/equities/oracle-corp-technical&usg=AFQjCNFN0Vw6gZRurIEqktBEP_tkPB8ZlA";"";"Oct 1, 2018, 9:20:30 PM EDT";"Stocks, Forex, Finance, Markets: Portfolio & News";"kevin"
102;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Oct 1, 2018, 3:00:00 AM EDT";"Android";"kevin"
103;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 30, 2018, 3:00:00 AM EDT";"Android";"kevin"
104;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 29, 2018, 3:00:00 AM EDT";"Android";"kevin"
105;"Viewed ????????NVDA)";"Android";"https://www.google.com/url?q=http://cn.investing.com/equities/nvidia-corp-overview&usg=AFQjCNH6hSbJnZu00d1idUK27RLHXejQcw";"";"Sep 28, 2018, 5:31:17 PM EDT";"Stocks, Forex, Finance, Markets: Portfolio & News";"kevin"
106;"Viewed ????????????NVDA?";"Android";"https://www.google.com/url?q=http://cn.investing.com/equities/nvidia-corp-technical&usg=AFQjCNFQWYGjPHUnZqiFADlhXmo4q4bdhA";"";"Sep 28, 2018, 5:31:17 PM EDT";"Stocks, Forex, Finance, Markets: Portfolio & News";"kevin"
107;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 28, 2018, 3:00:00 AM EDT";"Android";"kevin"
108;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 27, 2018, 3:00:00 AM EDT";"Android";"kevin"
109;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 26, 2018, 3:00:00 AM EDT";"Android";"kevin"
110;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 25, 2018, 3:00:00 AM EDT";"Android";"kevin"
111;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 24, 2018, 3:00:00 AM EDT";"Android";"kevin"
112;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 23, 2018, 3:00:00 AM EDT";"Android";"kevin"
113;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 22, 2018, 3:00:00 AM EDT";"Android";"kevin"
114;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 21, 2018, 3:00:00 AM EDT";"Android";"kevin"
115;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 20, 2018, 3:00:00 AM EDT";"Android";"kevin"
116;"Used QQ";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mobileqq";"";"Sep 19, 2018, 1:20:29 PM EDT";"QQ";"kevin"
117;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 19, 2018, 1:20:26 PM EDT";"WeChat";"kevin"
118;"Used com.bbk.launcher";"Android";"";"";"Sep 19, 2018, 1:20:24 PM EDT";"com.bbk.launcher2";"kevin"
119;"Used ????F";"Android";"https://play.google.com/store/apps/details?id=com.ximalaya.ting.android";"";"Sep 19, 2018, 12:47:41 PM EDT";"????FM";"kevin"
120;"Used com.bbk.launcher";"Android";"";"";"Sep 19, 2018, 12:47:12 PM EDT";"com.bbk.launcher2";"kevin"
121;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 19, 2018, 12:47:09 PM EDT";"WeChat";"kevin"
122;"Used Xiami Music";"Android";"https://play.google.com/store/apps/details?id=fm.xiami.main";"";"Sep 19, 2018, 12:13:39 PM EDT";"Xiami Music";"kevin"
123;"Used com.vivo.browser";"Android";"";"";"Sep 19, 2018, 11:55:06 AM EDT";"com.vivo.browser";"kevin"
124;"Used YouTub";"Android";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 19, 2018, 11:51:04 AM EDT";"YouTube";"kevin"
125;"Used com.ifeng.news";"Android";"";"";"Sep 19, 2018, 11:51:00 AM EDT";"com.ifeng.news2";"kevin"
126;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 19, 2018, 11:48:53 AM EDT";"Instagram";"kevin"
127;"Used Pokémon GO";"Android";"https://play.google.com/store/apps/details?id=com.nianticlabs.pokemongo";"";"Sep 19, 2018, 11:47:45 AM EDT";"Pokémon GO";"kevin"
128;"Used Google Chrome: Fast & Secur";"Android";"https://play.google.com/store/apps/details?id=com.android.chrome";"";"Sep 19, 2018, 11:43:24 AM EDT";"Google Chrome: Fast & Secure";"kevin"
129;"Used com.vivo.hybrid";"Android";"";"";"Sep 19, 2018, 11:43:13 AM EDT";"com.vivo.hybrid";"kevin"
130;"Used Google Chrome: Fast & Secur";"Android";"https://play.google.com/store/apps/details?id=com.android.chrome";"";"Sep 19, 2018, 9:01:58 AM EDT";"Google Chrome: Fast & Secure";"kevin"
131;"Used com.android.BBKClock";"Android";"";"";"Sep 19, 2018, 9:00:02 AM EDT";"com.android.BBKClock";"kevin"
132;"Used Google Chrome: Fast & Secur";"Android";"https://play.google.com/store/apps/details?id=com.android.chrome";"";"Sep 19, 2018, 4:56:04 AM EDT";"Google Chrome: Fast & Secure";"kevin"
133;"Used com.vivo.hybrid";"Android";"";"";"Sep 19, 2018, 4:45:54 AM EDT";"com.vivo.hybrid";"kevin"
134;"Used com.bbk.launcher";"Android";"";"";"Sep 19, 2018, 4:30:37 AM EDT";"com.bbk.launcher2";"kevin"
135;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 19, 2018, 4:30:31 AM EDT";"Alipay";"kevin"
